"reitur","tog_nr","catch","catch_min","catch_max"
674,16,417.572365685763,202.97993892554,546.99850351933
675,1,330.354521491536,293.505309529854,396.399840991656
675,2,867.40334347378,296.075368500712,1422.23161872273
714,1,447.654716925849,259.215834124676,772.710703060932
714,11,138.474469840015,69.940362134464,225.774566516139
715,1,451.764240238622,306.460133025846,561.774907249674
715,2,135.361840532078,32.1419684842935,206.901360030921
715,11,588.489332724257,160.454665832941,1398.30508434397
715,35,721.252254679298,82.266770312426,1307.93015172814
716,11,65.2845200962274,27.6155232464282,104.76340494837
717,1,1113.50844370991,637.326774060001,1926.37523172858
718,1,259.756814293986,167.641247000732,427.442228685823
718,2,1355.21868772321,161.080681863211,2653.97447990938
718,11,215.826958056813,61.4659111228722,344.852937852236
718,12,438.54098139397,117.699817692162,976.752692724658
718,15,320.332718030332,320.332718030332,320.332718030332
719,1,234.278191315227,149.307446016571,311.796412340875
719,2,95.7320350357841,38.1612306428571,181.871276672542
719,11,36.4672967843104,17.8456140427382,63.9583455965038
720,1,595.320724513899,304.812444196599,1034.76695906001
720,2,437.781088966839,182.597867147943,900.281194276592
720,3,842.472772842704,523.200977471273,1476.47304690956
720,11,82.1564876585598,31.049215620438,135.97499555902
720,12,248.22724792305,51.8370836956732,552.313849744955
720,13,246.6094198404,182.044969117067,303.638646863121
720,14,328.146500010952,109.131632108458,510.709794978053
721,1,200.763343847623,96.474643872748,285.387135648087
721,11,1492.48800477107,1414.26402216893,1641.79733327427
721,12,564.866015121831,152.315148155496,837.41668353731
722,1,341.16457039286,170.952156609715,491.539047298351
722,2,185.704707444627,74.6390929552185,354.19209311367
722,3,277.400600876762,178.260426600784,468.217621949779
722,4,1041.82786778848,491.236813401054,1798.53345170706
722,5,466.038660776999,345.228518873831,576.92950515597
722,12,747.682134029912,507.116647542641,1087.78293216154
722,13,667.55492773298,502.775694784517,979.609848422582
722,14,33.0335577931017,16.5596438330281,54.9190411208044
722,16,202.357423716438,41.0461362576108,428.042876289654
723,1,160.662338753345,22.0612780047414,271.885304733045
723,2,380.96219623029,138.96594516838,622.75927851098
723,3,527.982943973667,67.8810822454155,1033.94548617716
723,4,673.628846003156,93.3406808238403,1171.89042977172
723,11,483.459393445405,60.0957076035915,716.089598506788
723,12,122.432434217156,33.7763787011118,229.43321423428
723,13,1086.26486401771,42.7598878721624,2194.21983397774
